0	1 
1E-8	0.92575
2E-8	0.87873
3E-8	0.81269
4E-8	0.76272
5E-8	0.70629
6E-8	0.68731
7E-8	0.64317
8E-8	0.61442
9E-8	0.57922
1E-7	0.55991
1.1E-7	0.52336
1.2E-7	0.50647
1.3E-7	0.48412
1.4E-7	0.45864
1.5E-7	0.4408
1.6E-7	0.43438
1.7E-7	0.40237
1.8E-7	0.39804
1.9E-7	0.38873
2E-7	0.3692
2.1E-7	0.35174
2.2E-7	0.33901
2.3E-7	0.32791
2.4E-7	0.31586
2.5E-7	0.29819
2.6E-7	0.29396
2.7E-7	0.27938
2.8E-7	0.26985
2.9E-7	0.26015
3E-7	0.25069
3.1E-7	0.24386
3.2E-7	0.22961
3.3E-7	0.22321
3.4E-7	0.21813
3.5E-7	0.21244
3.6E-7	0.20478
3.7E-7	0.1942
3.8E-7	0.19168
3.9E-7	0.18045
4E-7	0.17427
4.1E-7	0.16888
4.2E-7	0.16243
4.3E-7	0.1603
4.4E-7	0.15177
4.5E-7	0.1445
4.6E-7	0.14127
4.7E-7	0.13713
4.8E-7	0.1334
4.9E-7	0.13132
5E-7	0.12246
5.1E-7	0.11901
5.2E-7	0.11312
5.3E-7	0.11209
5.4E-7	0.10877
5.5E-7	0.10662
5.6E-7	0.1017
5.7E-7	0.10123
5.8E-7	0.09707
5.9E-7	0.09209
6E-7	0.09021
6.1E-7	0.08836
6.2E-7	0.08481
6.3E-7	0.08343
6.4E-7	0.08015
6.5E-7	0.07758
6.6E-7	0.07523
6.7E-7	0.07248
6.8E-7	0.07153
6.9E-7	0.06848
7E-7	0.06754
7.1E-7	0.06712
7.2E-7	0.0637
7.3E-7	0.06241
7.4E-7	0.05915
7.5E-7	0.0595
7.6E-7	0.05636
7.7E-7	0.05441
7.8E-7	0.05292
7.9E-7	0.05157
8E-7	0.05049
8.1E-7	0.05038
8.2E-7	0.04948
8.3E-7	0.04693
8.4E-7	0.04428 
8.5E-7	0.0425
8.6E-7	0.04154
8.7E-7	0.04043
8.8E-7	0.0384
8.9E-7	0.0367
9E-7	0.03606
9.1E-7	0.03475
9.2E-7	0.035
9.3E-7	0.03412
9.4E-7	0.03183
9.5E-7	0.03154
9.6E-7	0.03154
9.7E-7	0.03104
9.8E-7	0.03066
9.9E-7	0.03014
1E-6	0.02905
1.01E-6	0.02796
1.02E-6	0.02699
1.03E-6	0.02658
1.04E-6	0.02496
1.05E-6	0.02551
1.06E-6	0.02515
1.07E-6	0.02488
1.08E-6	0.02433
1.09E-6	0.02345
1.1E-6	0.02343
1.11E-6	0.02277
1.12E-6	0.0218
1.13E-6	0.01965
1.14E-6	0.01845
1.15E-6	0.01798
1.16E-6	0.01836
1.17E-6	0.01915
1.18E-6	0.01784
1.19E-6	0.01785
1.2E-6	0.01723
1.21E-6	0.0166
1.22E-6	0.01491
1.23E-6	0.01519
1.24E-6	0.01437
1.25E-6	0.01291
1.26E-6	0.01309
1.27E-6	0.0125
1.28E-6	0.01143
1.29E-6	0.01118
1.3E-6	0.01095
1.31E-6	0.01163
1.32E-6	0.0101
1.33E-6	0.01031
1.34E-6	0.01072
1.35E-6	0.00935
1.36E-6	0.01034
1.37E-6	0.00936
1.38E-6	0.00879
1.39E-6	0.00861
1.4E-6	0.00835
1.41E-6	0.00912
1.42E-6	0.0077
1.43E-6	0.00849
1.44E-6	0.00744

1.45E-6	0.0076
